	Unnamed: 0	round	batch	sent_id	sentence	worker_0	worker_1	worker_2	worker_3	worker_4	worker_5	worker_6	worker_7	disagree	agree	neutral	guid	in_held_out_test	stance	stance_id
640	640	2	6	t22	Global tropical activity, which can be measured using the ACE Index (Accumulated Cyclone Energy), is near record lows according to peer-reviewed research.	neutral	disagrees	disagrees	neutral	neutral	neutral	agrees	neutral	0.1449501127437279	0.0078962450701699	0.8471536421861021	2_6_t22	False	neutral	1
641	641	2	6	t23	Global warming has already caused significant crises in Africa.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	0.000758374657543	0.9986255694798816	0.0006160558625754	2_6_t23	False	agree	2
642	642	2	6	t24	Climate change will reduce crop output in many areas, sending global food prices soaring and triggering unrest among those already pushed to the limit under existing conditions.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	0.0007889145599312	0.9985874609337868	0.0006236245062817	2_6_t24	False	agree	2
643	643	2	6	t25	The real goal in global warming is to redistribute the world’s wealth.	neutral	disagrees	neutral	neutral	disagrees	neutral	agrees	disagrees	0.5725377828481985	0.0087196652978494	0.4187425518539521	2_6_t25	False	disagree	0
644	644	2	6	t26	Global warming caused Sandy.	agrees	neutral	agrees	agrees	agrees	agrees	neutral	agrees	0.0023421140007047	0.9730833669930592	0.024574519006236	2_6_t26	False	agree	2
646	646	2	6	t28	90 U.S. communities are considered “ inundated today, ” mostly in Louisiana and Maryland, where allegedly seas are rising and the land is sinking.	neutral	agrees	agrees	neutral	neutral	neutral	neutral	neutral	0.0032427669958661	0.077757978298058	0.9189992547060758	2_6_t28	False	neutral	1
647	647	2	6	t29	2 degrees is not good enough to avoid global catastrophe, and so we would have to cut carbon emissions enough to prevent world temperatures from rising more than 1.5 degrees Centigrade.	agrees	agrees	agrees	neutral	agrees	agrees	agrees	agrees	0.0021009516179506	0.980515665588896	0.0173833827931532	2_6_t29	False	agree	2
648	648	2	6	t3	Rising sea levels could force Los Angeles International Airport (LAX) to be moved.	agrees	agrees	agrees	agrees	agrees	neutral	neutral	agrees	0.0021860051851676	0.9766301432680832	0.021183851546749	2_6_t3	False	agree	2
649	649	2	6	t30	But the plant will strip out about two-thirds of carbon dioxide emissions, leaving emissions at about the same level as cleaner-burning natural gas.	disagrees	neutral	neutral	neutral	neutral	neutral	agrees	disagrees	0.2537459678486451	0.0086790811824328	0.7375749509689221	2_6_t30	False	neutral	1
650	650	2	6	t31	Impacts on people from their melting will range from worsened air pollution to more extreme weather, while lower pre-monsoon river flows will throw urban water systems and food and energy production off-kilter.	agrees	agrees	agrees	agrees	agrees	neutral	agrees	agrees	0.0017972073291704	0.9884802764175322	0.0097225162532973	2_6_t31	False	agree	2
651	651	2	6	t32	Global warning will be overridden by this effect, giving humankind and the Earth 30 years to sort out our pollution.	neutral	disagrees	neutral	disagrees	agrees	neutral	disagrees	agrees	0.3794934072974424	0.2795688040081575	0.3409377886944002	2_6_t32	False	disagree	0
652	652	2	6	t33	The agency is “ 99 % certain ” record-high global temperatures are due to human activity.	neutral	agrees	agrees	neutral	agrees	neutral	neutral	agrees	0.0049215031377982	0.6432365741068528	0.351841922755349	2_6_t33	False	agree	2
653	653	2	6	t34	Flooding, droughts and other climate impacts could have devastating effects on economies, agriculture and human health, particularly in developing countries.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	neutral	0.0021450027819297	0.9799043561425156	0.0179506410755546	2_6_t34	False	agree	2
655	655	2	6	t36	Each 1 degree Celsius rise in atmospheric warming would lead eventually to 2.3 meters of sea-level rise.	neutral	agrees	agrees	neutral	agrees	neutral	agrees	neutral	0.0048396772082382	0.4526609324557822	0.5424993903359795	2_6_t36	False	neutral	1
656	656	2	6	t37	If families having fewer children should do so even if that emission has no real-world effect in order to satisfy Rieder’s morals.	neutral	agrees	neutral	neutral	disagrees	neutral	neutral	neutral	0.1161261586192354	0.0278263760067388	0.8560474653740257	2_6_t37	False	neutral	1
657	657	2	6	t38	This analysis will help settle the scientific debate regarding global warming and its human causes.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	0.0007288189691366	0.0006225628695065	0.9986486181613567	2_6_t38	False	neutral	1
658	658	2	6	t39	Sea level rise will be the greatest environmental threat to coastal cities from Miami to Mumbai.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	0.000753858066056	0.9986123575191618	0.0006337844147822	2_6_t39	False	agree	2
659	659	2	6	t4	Sarah Palin and Rush Limbaugh are trying to kill us with global warming disinformation.	agrees	agrees	agrees	neutral	agrees	disagrees	neutral	agrees	0.0371936262430839	0.9135478360827284	0.0492585376741877	2_6_t4	False	agree	2
660	660	2	6	t5	Global warming is caused by human greenhouse gases.	neutral	agrees	neutral	neutral	neutral	neutral	agrees	agrees	0.0038552541105349	0.1419664606272789	0.8541782852621861	2_6_t5	False	neutral	1
661	661	2	6	t6	Europe is preparing to rein in the pace of its drive to slow global warming.	neutral	agrees	neutral	neutral	neutral	neutral	neutral	neutral	0.0018759517268908	0.0130455375853324	0.9850785106877769	2_6_t6	False	neutral	1
662	662	2	6	t7	A 50-gigaton “ burp ” of methane from thawing Arctic permafrost beneath the East Siberian sea is highly possible at anytime.	agrees	agrees	agrees	neutral	neutral	neutral	agrees	agrees	0.0048691098619054	0.6620757276613122	0.3330551624767825	2_6_t7	False	agree	2
664	664	2	6	t9	It used to be more snow and ice, but now it’s more rock.	neutral	agrees	agrees	neutral	neutral	neutral	agrees	neutral	0.0037403259278305	0.1236866278678276	0.8725730462043417	2_6_t9	False	neutral	1
670	670	2	7	t0	The drop in carbon-dioxide emissions came from the United States, where carbon dioxide emissions fell 3%, or 160 million tonnes, while the economy grew by 1.6%.	neutral	disagrees	neutral	neutral	neutral	neutral	neutral	disagrees	0.0633797342767713	0.0031213839820247	0.933498881741204	2_7_t0	False	neutral	1
671	671	2	7	t1	The seas have warmed.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	0.0005015835035009	0.0008051990598704	0.9986932174366286	2_7_t1	False	neutral	1
673	673	2	7	t11	The melting of ice sheets in Antarctica will cause massive problems for the rest of the world.	neutral	agrees	neutral	agrees	agrees	agrees	neutral	agrees	0.0026699773871431	0.7478906703170124	0.2494393522958445	2_7_t11	False	agree	2
674	674	2	7	t12	The South Pole is gaining more ice than it’s losing.	neutral	disagrees	neutral	disagrees	neutral	neutral	neutral	neutral	0.1063030232080319	0.0035434930193947	0.8901534837725732	2_7_t12	False	neutral	1
675	675	2	7	t13	Global warming is n’t approaching — it had already arrived.	agrees	agrees	agrees	agrees	agrees	neutral	agrees	agrees	0.0014431369394239	0.9719218554065152	0.0266350076540607	2_7_t13	False	agree	2
676	676	2	7	t14	Large forest fires have occurred more often in the western United States since the mid-1980s as spring temperatures increased, snow melted earlier, and summers got hotter, leaving more and drier fuels for fires to devour.	neutral	agrees	neutral	agrees	neutral	agrees	neutral	agrees	0.0030159115370145	0.5165184318771168	0.4804656565858687	2_7_t14	False	agree	2
677	677	2	7	t15	Moreover, the focus on man-made global warming is detracting attention from real environmental disasters to nature’s detriment.	disagrees	agrees	disagrees	neutral	disagrees	neutral	neutral	disagrees	0.7074813941399094	0.0225302879951519	0.2699883178649386	2_7_t15	False	disagree	0
679	679	2	7	t17	The widespread warming of the Arctic region in the past 20 years would be an economic boon, allowing the exploitation of new gas and oilfields and enabling shipping to travel faster between Europe and Asia.	disagrees	disagrees	disagrees	disagrees	neutral	disagrees	neutral	disagrees	0.9431475633952852	0.0026350875303709	0.0542173490743436	2_7_t17	False	disagree	0
680	680	2	7	t18	Individual actions have very little real-world effect on climate change.	neutral	disagrees	neutral	neutral	disagrees	neutral	disagrees	disagrees	0.3593362324519004	0.0045889707226923	0.6360747968254072	2_7_t18	False	neutral	1
681	681	2	7	t19	Global warming is real.	agrees	agrees	agrees	agrees	agrees	neutral	neutral	agrees	0.0019267118517866	0.9314287190801506	0.0666445690680628	2_7_t19	False	agree	2
682	682	2	7	t2	Rep. Dana Rohrabacher (R-Calif) doesn’t think carbon dioxide causes global warming, a denial of science so basic it’s essentially the same as saying the Earth is flat.	neutral	disagrees	neutral	agrees	agrees	agrees	neutral	agrees	0.0194648143268905	0.6888604190493104	0.2916747666237991	2_7_t2	False	agree	2
683	683	2	7	t20	This will require, at a minimum, slashing the use of fossil fuels.	neutral	neutral	neutral	neutral	neutral	neutral	agrees	agrees	0.0018649649730304	0.068247301640807	0.9298877333861624	2_7_t20	False	neutral	1
684	684	2	7	t21	Over the past century, the Global Mean Sea Level (GMSL) has risen by 4 to 8 inches (10 to 20 centimeters).	neutral	agrees	neutral	neutral	neutral	agrees	neutral	neutral	0.0019961789214973	0.0850812070439266	0.912922614034576	2_7_t21	False	neutral	1
685	685	2	7	t22	Global warming and sea level rise are increasing the likelihood that New York City would be paralyzed by major flooding.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	0.0005315491867109	0.9987733719090796	0.0006950789042093	2_7_t22	False	agree	2
686	686	2	7	t23	Carbon carbon is unlocked and can be released into the earth’s atmosphere, accelerating climate change.	agrees	disagrees	neutral	neutral	neutral	agrees	neutral	agrees	0.0195084335492652	0.3954318151729753	0.5850597512777594	2_7_t23	False	neutral	1
687	687	2	7	t24	Shifting the energy system from fossil fuels to zero-or low-carbon sources including wind and solar power would reduce consumption growth by about 0.06 percentage points per year.	agrees	agrees	neutral	neutral	neutral	neutral	agrees	neutral	0.0023234125180641	0.1624899598432041	0.8351866276387319	2_7_t24	False	neutral	1
688	688	2	7	t25	Antibiotics are losing their effectiveness at a rate that is both alarming and irreversible — similar to global warming.	agrees	disagrees	agrees	agrees	agrees	agrees	neutral	agrees	0.00952125010811	0.9806365339967936	0.0098422158950962	2_7_t25	False	agree	2
689	689	2	7	t26	We as a species have never experienced 400 parts per million of carbon dioxide in the atmosphere.	neutral	neutral	agrees	neutral	neutral	neutral	neutral	agrees	0.0023551809908945	0.160956468673514	0.8366883503355916	2_7_t26	False	neutral	1
690	690	2	7	t27	Just what forced the release of the Climategate files – and as a consequence revealed the uncertainty of the science and the co-opting of the process that legitimizes global warming research.	neutral	disagrees	disagrees	disagrees	agrees	disagrees	disagrees	disagrees	0.9229927331122952	0.0414542171325241	0.0355530497551809	2_7_t27	False	disagree	0
692	692	2	7	t29	The rapidly warming Arctic has caused the jet stream to slow, which could result in atmospheric events, such as winter storms, staying put for longer.	agrees	agrees	agrees	neutral	neutral	agrees	neutral	neutral	0.0029759702519577	0.5411590607181495	0.4558649690298928	2_7_t29	False	agree	2
693	693	2	7	t3	In March of this year, a Gallup poll highlighted an interesting tension in American thinking on global warming.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	0.0005005460673017	0.0008325280112613	0.9986669259214368	2_7_t3	False	neutral	1
694	694	2	7	t30	Rick Santorum should be the nominee because he’d caught on earlier than Newt or Mitt to the global warming.	neutral	agrees	neutral	agrees	agrees	agrees	neutral	disagrees	0.0497286849655309	0.6322106212182249	0.3180606938162441	2_7_t30	False	agree	2
695	695	2	7	t31	Greenland warming up is a problem because Greenland contributes about 40 percent of current sea level rise.	agrees	neutral	agrees	agrees	agrees	agrees	neutral	neutral	0.0023045018501112	0.8842675867590059	0.1134279113908828	2_7_t31	False	agree	2
697	697	2	7	t33	The leading candidates are rising atmospheric CO2 levels, a result of emissions from human activities; longer growing seasons, a result of climate change caused by CO2 emissions; and nitrogen pollution, another result of fossil fuel combustion and agriculture.	agrees	neutral	neutral	neutral	neutral	agrees	agrees	agrees	0.0029026495935094	0.4688794863093033	0.5282178640971873	2_7_t33	False	neutral	1
698	698	2	7	t34	An increase of 2 degrees Celsius is about all the planet can accommodate without unimaginably catastrophic consequences: sea-level increases that will wipe out many coastal cities, persistent droughts that will destroy farmland on which hundreds of millions of people depend for their survival, the collapse of vital ecosystems, and far more.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	0.0005256068632737	0.998792089495414	0.0006823036413123	2_7_t34	False	agree	2
699	699	2	7	t35	There could be as little as 30 years of burning fossil fuels before the threshold is reached.	neutral	disagrees	neutral	neutral	agrees	agrees	neutral	neutral	0.0176644319643219	0.1889107586381903	0.7934248093974878	2_7_t35	False	neutral	1
700	700	2	7	t36	This is the most detailed and U.S.-focused scientific report on global warming.	neutral	neutral	neutral	neutral	neutral	neutral	agrees	neutral	0.0009961186300695	0.0086154963512043	0.9903883850187262	2_7_t36	False	neutral	1
701	701	2	7	t37	The science compels action to address the single largest source of carbon pollution in our country.	neutral	neutral	neutral	agrees	neutral	agrees	agrees	agrees	0.003018675159885	0.5187175874602098	0.4782637373799052	2_7_t37	False	agree	2
702	702	2	7	t38	PFTBA remains in the atmosphere for about 500 years, and unlike carbon dioxide, is taken up by forests and oceans.	neutral	disagrees	neutral	agrees	neutral	neutral	neutral	neutral	0.0135856274859225	0.0640026874178019	0.9224116850962756	2_7_t38	False	neutral	1
703	703	2	7	t39	Much of recent global warming has been fabricated by climate scientists to make it look more frightening.	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	0.998704188574145	0.0007011766158981	0.0005946348099568	2_7_t39	False	disagree	0
704	704	2	7	t4	The environmental movement is now saying “ climate change ” because it can explain anything, including “ decades of global cooling, ” as one Fox News host claimed.	neutral	disagrees	disagrees	disagrees	neutral	neutral	neutral	neutral	0.357916339664817	0.0043947117421102	0.6376889485930728	2_7_t4	False	neutral	1
705	705	2	7	t5	Dispersal may help sustain global Emperor penguin populations for a limited time.	neutral	disagrees	neutral	neutral	neutral	neutral	neutral	neutral	0.0060101205149003	0.0015686196890762	0.9924212597960232	2_7_t5	False	neutral	1
706	706	2	7	t6	The long-held, internationally agreed upon target to limit rises in global average temperatures to 2 degrees Celsius is in error and far above the 1C threshold that would need to be maintained in order to avoid the effects of catastrophic climate change.	agrees	agrees	agrees	agrees	agrees	agrees	neutral	disagrees	0.0273565836566579	0.9604022803962056	0.0122411359471364	2_7_t6	False	agree	2
707	707	2	7	t7	Carbon dioxide – what you are exhaling – is what controls temperature.	neutral	disagrees	neutral	neutral	neutral	neutral	neutral	neutral	0.0060990887850102	0.0015872745933365	0.9923136366216532	2_7_t7	False	neutral	1
708	708	2	7	t8	The biggest hope for reducing emissions from coal plants globally is natural gas, which has already started to happen in the United States.	neutral	disagrees	neutral	neutral	agrees	neutral	agrees	neutral	0.0151669218301469	0.1021944060453667	0.8826386721244864	2_7_t8	False	neutral	1
709	709	2	7	t9	There was a time we called it global warming, which meant what it said.	agrees	neutral	neutral	neutral	neutral	neutral	neutral	agrees	0.002307782799232	0.1394216487844493	0.8582705684163187	2_7_t9	False	neutral	1
715	715	2	8	t0	Bleaching has been triggered by global warming and El Nino, a warming of parts of the Pacific Ocean that changes weather worldwide.	agrees	agrees	neutral	agrees	agrees	neutral	agrees	agrees	0.0030888282646899	0.8473233753623891	0.1495877963729208	2_8_t0	False	agree	2
716	716	2	8	t1	President Barack Obama's Clean Power Plan mandated drastic carbon dioxide emissions cuts from U.S. power plants.	neutral	neutral	neutral	neutral	agrees	neutral	neutral	neutral	0.0009227044826368	0.0018644863415644	0.9972128091757988	2_8_t1	False	neutral	1
718	718	2	8	t11	They are also the boilerplate propaganda of anthropogenic global warming fanatics that have been so humiliated by exposures of their contrived science.	disagrees	disagrees	neutral	disagrees	neutral	disagrees	disagrees	disagrees	0.9454673097840208	0.0030869380842416	0.0514457521317374	2_8_t11	False	disagree	0
719	719	2	8	t12	Global average temperatures would not rise beyond the crucial 2˚C above preindustrial levels threshold, thought to be the tipping point at which irreversible damage would occur.	neutral	neutral	neutral	disagrees	agrees	agrees	neutral	neutral	0.0490190279074522	0.052909341119248	0.8980716309732998	2_8_t12	False	neutral	1
720	720	2	8	t13	There are no significant observed trends in global tropical cyclone frequency over the past century.	disagrees	neutral	disagrees	disagrees	agrees	neutral	disagrees	disagrees	0.8589699793613738	0.0056266064299706	0.1354034142086555	2_8_t13	False	disagree	0
721	721	2	8	t14	The [ oil ] industry is not prepared to drill safely in Arctic waters.	neutral	neutral	neutral	neutral	neutral	neutral	agrees	neutral	0.0023449628287859	0.0581060366313836	0.9395490005398304	2_8_t14	False	neutral	1
722	722	2	8	t15	Unseasonal bouts of snow and ice are nothing to do with “ global warming ” but are a natural phenomenon which had been with us since time immemorial .	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	0.9973666207700488	0.0012978889873564	0.0013354902425949	2_8_t15	False	disagree	0
723	723	2	8	t16	The emails undercut the whole scientific claim for man’s impact on global warming.	disagrees	disagrees	disagrees	neutral	agrees	disagrees	disagrees	disagrees	0.9592037298297686	0.0042824321012724	0.0365138380689588	2_8_t16	False	disagree	0
724	724	2	8	t17	The seas have warmed.	agrees	neutral	agrees	neutral	agrees	neutral	neutral	neutral	0.0034626261189964	0.2426372472899713	0.7539001265910322	2_8_t17	False	neutral	1
725	725	2	8	t18	We can limit warming from human-caused carbon pollution to less than 3.6 degrees Fahrenheit — if we act now.	agrees	agrees	agrees	agrees	disagrees	agrees	agrees	agrees	0.0014362931401691	0.9971443422790504	0.0014193645807804	2_8_t18	False	agree	2
726	726	2	8	t19	The killer heat waves in Europe in 2003 and 2010 are also made far more likely by global warming.	agrees	agrees	agrees	agrees	disagrees	agrees	agrees	neutral	0.003131768934767	0.9624314790742224	0.0344367519910106	2_8_t19	False	agree	2
727	727	2	8	t2	Despite the threadbare efforts of the usual suspects to pin the blame on “ climate change ”, all the credible evidence suggests that this is about economic migration and about political instability, not about global warming.	disagrees	disagrees	disagrees	disagrees	agrees	disagrees	disagrees	disagrees	0.9964413412749732	0.0020291609946319	0.0015294977303947	2_8_t2	False	disagree	0
728	728	2	8	t20	The supposedly non-binding agreement actually gives the EPA legal authority to regulate carbon emissions.	neutral	disagrees	neutral	neutral	neutral	neutral	neutral	neutral	0.0367895596423288	0.0028913876510671	0.960319052706604	2_8_t20	False	neutral	1
729	729	2	8	t21	Exxon planners don’t believe serious carbon limits will be on the books anytime soon, leaving the company free to burn through its reserves of oil and gas.	neutral	neutral	neutral	agrees	neutral	neutral	neutral	neutral	0.0020454445225924	0.0351925350742297	0.962762020403178	2_8_t21	False	neutral	1
730	730	2	8	t22	Global warming has slowed because of measures taken by the government.	neutral	neutral	neutral	disagrees	agrees	disagrees	disagrees	agrees	0.4374080663657477	0.0761919380376296	0.4863999955966226	2_8_t22	False	neutral	1
731	731	2	8	t23	Even the term ‘global warming’ does not mean anything unless you give it a time scale.	disagrees	disagrees	neutral	disagrees	agrees	disagrees	disagrees	neutral	0.8347312250385612	0.0059656085022211	0.1593031664592176	2_8_t23	False	disagree	0
732	732	2	8	t24	Global warming’s here, the old rules don’t apply, and not doing anything about it for the past 30 years is going to prove far, far more expensive than doing something would have been.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	0.0008458511531774	0.9979052963367192	0.0012488525101034	2_8_t24	False	agree	2
733	733	2	8	t25	Global temperature is on a rapid upward trajectory.	agrees	agrees	agrees	agrees	neutral	neutral	neutral	agrees	0.0031611960589512	0.81042918925302	0.1864096146880288	2_8_t25	False	agree	2
734	734	2	8	t26	1.6 degrees Celsius (just under 3 degrees Fahrenheit) of temperature rise above pre-industrial levels might be enough to lock in Greenland’s complete melting.	agrees	neutral	neutral	agrees	disagrees	neutral	agrees	agrees	0.0052671923865916	0.6580914170294154	0.3366413905839928	2_8_t26	False	agree	2
735	735	2	8	t27	Not even the basic data is settled, and if this new paper is correct, the supposedly infallible high priests of global warming have been making a gigantic error for decades.	disagrees	disagrees	disagrees	disagrees	agrees	disagrees	disagrees	disagrees	0.9965027550356352	0.0020672120025004	0.0014300329618641	2_8_t27	False	disagree	0
736	736	2	8	t28	Momentum develops for a global drive to keep greenhouse gas emissions below 450 parts per million .	neutral	neutral	neutral	neutral	agrees	neutral	neutral	neutral	0.000932971164785	0.0019081809068806	0.9971588479283344	2_8_t28	False	neutral	1
738	738	2	8	t3	Tending to the needs of the poor constitutes a greater priority than curbing global warming.	disagrees	neutral	disagrees	disagrees	agrees	disagrees	disagrees	agrees	0.8876547802063461	0.0565739153729261	0.0557713044207278	2_8_t3	False	disagree	0
739	739	2	8	t30	We are indeed on track to a “ 4C world ” marked by extreme heat waves and life-threatening sea-level rise.	agrees	agrees	agrees	agrees	disagrees	agrees	agrees	agrees	0.0014294485125508	0.9971866681601168	0.0013838833273322	2_8_t30	False	agree	2
740	740	2	8	t31	The average global temperature in 1997 essentially equaled the record set in 1990.	neutral	neutral	neutral	agrees	neutral	neutral	neutral	agrees	0.0030858096081056	0.1403931656215606	0.8565210247703336	2_8_t31	False	neutral	1
741	741	2	8	t32	The winning candidate will continue Bloomberg’s work to mitigate global warming and increase energy efficiency.	neutral	neutral	neutral	agrees	disagrees	neutral	agrees	agrees	0.0053775892608037	0.3791174034281961	0.6155050073110001	2_8_t32	False	neutral	1
742	742	2	8	t33	No comprehensive models yet exist to address sea level rise and its threat to historic landmarks.	neutral	neutral	neutral	disagrees	neutral	disagrees	neutral	neutral	0.1316208618079606	0.004043452229881	0.8643356859621584	2_8_t33	False	neutral	1
743	743	2	8	t34	The impacts on the California coastline could be disproportionate, with local sea levels rising 1.25 feet for every one-foot increase caused by melting ice in West Antarctica.	agrees	neutral	agrees	neutral	neutral	agrees	neutral	neutral	0.0036361771447767	0.4026045664429844	0.5937592564122388	2_8_t34	False	neutral	1
744	744	2	8	t35	Carbon emissions are down.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	0.0007898329849797	0.0011180206657723	0.998092146349248	2_8_t35	False	neutral	1
746	746	2	8	t37	The fall-off in ice volume is so fast it is going to bring us to zero very quickly.	agrees	agrees	agrees	agrees	agrees	neutral	neutral	agrees	0.0031045350286891	0.8274259794626839	0.1694694855086269	2_8_t37	False	agree	2
747	747	2	8	t38	Sea level rise measured in the course of our lifetime isn’t a matter of miles, but of feet.	neutral	neutral	neutral	neutral	disagrees	disagrees	neutral	agrees	0.0499487399412374	0.0499419555449294	0.9001093045138332	2_8_t38	False	neutral	1
748	748	2	8	t39	The region’s increasingly drastic droughts are caused, at least in part, by global warming trends affecting the entire planet.	agrees	agrees	agrees	agrees	disagrees	agrees	agrees	agrees	0.0014088938816425	0.9972087079758566	0.0013823981425007	2_8_t39	False	agree	2
749	749	2	8	t4	There is no proof that global warming is caused by humans, and no proof that global warming will cause catastrophic issues for Earth.	disagrees	disagrees	disagrees	disagrees	agrees	disagrees	disagrees	disagrees	0.9965420523267444	0.0020024453702249	0.0014555023030304	2_8_t4	False	disagree	0
750	750	2	8	t5	The big issue in the global warming debate is how large is the human impact on climate.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	0.0008250404817076	0.0011364131204752	0.9980385463978172	2_8_t5	False	neutral	1
751	751	2	8	t6	Over the past three decades, many climate scientists have repeatedly made a number of significant and alarming predictions about global warming, and the vast majority of the time.	neutral	neutral	neutral	neutral	agrees	agrees	neutral	neutral	0.0020904219843601	0.0358013332358902	0.9621082447797498	2_8_t6	False	neutral	1
752	752	2	8	t7	The Environmental Protection Agency’s broad approach to global warming is on track.	neutral	neutral	neutral	agrees	neutral	neutral	neutral	agrees	0.0030395585012941	0.1420031340442606	0.8549573074544452	2_8_t7	False	neutral	1
753	753	2	8	t8	By rapidly melting the Arctic, global warming is slowing down the fast-moving river of air far above us known as the jet stream — in turn causing weather patterns to get stuck in place for longer, and leading to more extremes of the sort that we’ve all been experiencing.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	0.0008250222608603	0.9979848660758466	0.001190111663293	2_8_t8	False	agree	2
754	754	2	8	t9	Global economic bodies have not taken into account the risks of rapid ice melt and the only economic downside to the warming of the Arctic they have identified so far has been the possible risk of oil spills.	neutral	neutral	agrees	agrees	disagrees	agrees	agrees	agrees	0.0048139557625703	0.7916562723022084	0.2035297719352213	2_8_t9	False	agree	2
760	760	2	9	t0	Total ice accumulation on Antarctica has outweighed losses.	neutral	neutral	neutral	neutral	neutral	neutral	disagrees	neutral	0.0514971779286033	0.003651654425553	0.9448511676458436	2_9_t0	False	neutral	1
761	761	2	9	t1	Global warming has been at a plateau since 1990.	neutral	neutral	neutral	disagrees	disagrees	disagrees	disagrees	neutral	0.6497654686351654	0.0055507444576083	0.3446837869072263	2_9_t1	False	disagree	0
762	762	2	9	t10	Global cooling is inevitable.	neutral	neutral	disagrees	disagrees	neutral	disagrees	disagrees	neutral	0.6532869125456454	0.0055111968047327	0.3412018906496217	2_9_t10	False	disagree	0
763	763	2	9	t11	Sea levels have risen by seven inches since 1901, and the sea levels would rise 10 to 32 more inches by the 22nd century.	neutral	neutral	neutral	neutral	agrees	neutral	neutral	neutral	0.0021337297441152	0.044859474487062	0.9530067957688227	2_9_t11	False	neutral	1
764	764	2	9	t12	Today’s ice storm is likely to be more damaging than the January 2000 ice storm, which caused $48 million in losses in north Georgia.	agrees	neutral	neutral	neutral	neutral	agrees	neutral	neutral	0.0020952212695419	0.0452085192040949	0.9526962595263628	2_9_t12	False	neutral	1
765	765	2	9	t13	Skeptics reject the claim global temperatures have risen in recent decades.	neutral	neutral	neutral	neutral	neutral	disagrees	neutral	disagrees	0.0192414500136798	0.0029336682703223	0.9778248817159978	2_9_t13	False	neutral	1
766	766	2	9	t14	Warming by the end of the 21st century will lead to high to very high risk of severe, widespread and irreversible impacts globally, unless the world acts collectively to halt the buildup of greenhouse gases in the atmosphere.	agrees	agrees	agrees	agrees	agrees	disagrees	agrees	agrees	0.0007382130587915	0.998780807781278	0.0004809791599303	2_9_t14	False	agree	2
767	767	2	9	t15	Global warming over the next several decades will take place irrespective of any action taken today.	neutral	disagrees	agrees	agrees	neutral	neutral	agrees	neutral	0.0257364656590916	0.7110875111185602	0.2631760232223481	2_9_t15	False	agree	2
768	768	2	9	t16	Attributing specific climatic events to global warming is simply dishonest.	disagrees	neutral	disagrees	disagrees	neutral	disagrees	disagrees	disagrees	0.9373638550296274	0.0034314586640939	0.0592046863062787	2_9_t16	False	disagree	0
769	769	2	9	t17	The Arctic see would be ice-free this year.	neutral	neutral	neutral	agrees	neutral	agrees	agrees	neutral	0.0036294930405816	0.3789329906947283	0.6174375162646899	2_9_t17	False	neutral	1
771	771	2	9	t19	The earth is headed for devastating effects of climate change, including deadly flooding, extreme drought, food shortages, the death of coral reefs, and more extreme weather events.	agrees	agrees	agrees	agrees	agrees	disagrees	agrees	neutral	0.0015796019784206	0.9919050794290696	0.0065153185925097	2_9_t19	False	agree	2
772	772	2	9	t2	There’s no question that humans have altered the background atmosphere on a global scale.	neutral	neutral	neutral	agrees	agrees	disagrees	agrees	agrees	0.0047477114366272	0.8072481427764976	0.1880041457868752	2_9_t2	False	agree	2
773	773	2	9	t20	The behavior of arctic sea ice represents one of the numerous interesting phenomena that the earth presents us with, and for which neither the understanding nor the needed records exist.	neutral	neutral	neutral	neutral	neutral	agrees	neutral	disagrees	0.0151598511449931	0.0044371067550311	0.9804030420999756	2_9_t20	False	neutral	1
774	774	2	9	t21	The presence of additional carbon dioxide has actually led to better plant growth and crop yields throughout much of the world, including in Africa.	disagrees	disagrees	neutral	neutral	disagrees	agrees	disagrees	neutral	0.6706562559455339	0.0085706558204649	0.320773088234001	2_9_t21	False	disagree	0
775	775	2	9	t22	For everyone else, there are many, many more pressing concerns, and increased “ extreme weather events ” caused by man-made global warming are an alarmist myth.	disagrees	disagrees	disagrees	disagrees	disagrees	neutral	disagrees	disagrees	0.9980976815242658	0.0009863723072489	0.0009159461684852	2_9_t22	False	disagree	0
776	776	2	9	t23	All extreme weather events are somehow related to “ global warming, ” which has been re-termed “ climate change ” since global temperatures are no longer warming.	neutral	neutral	disagrees	agrees	disagrees	disagrees	disagrees	neutral	0.6575903638795593	0.1445385844626697	0.1978710516577709	2_9_t23	False	disagree	0
